"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3"
"P15336",2,2,"ATF2_HUMAN Cyclic AMP-dependent transcription factor ATF-2",-0.0275343681892976,0.0737350578935116,-0.0888432464009531,-0.153572045416877,0.0230771037307016,0.122758818121989,-0.0260207101336694,0.0278888257815828,-0.0507612840387931,-0.0070410520495067,-0.0203884947335626,0.0222648389276951,-0.0048630324453482,0.0024131722506914,-0.0221283755826483,0.0919248311543752,0.128419120348298,-0.00371878342415929
"P63272",2,2,"SPT4H_HUMAN Transcription elongation factor SPT4",0.382285652963438,0.28033483778216,0.215639530713002,-0.413299674205241,-0.419882459257793,-0.13532785273795,0.0297931257859124,0.2151232808033,0.339450450415399,0.229319127828628,0.122691416886618,0.124784611715989,-0.30088080436603,-0.0462353409536238,-0.0194956466653594,-0.483074932095835,-0.11042872596801,-0.16212445039404
"Q92674",2,2,"CENPI_HUMAN Centromere protein I",0.403577620166745,0.141375944105535,0.406935614957062,0.305431965346038,0.169421811984994,0.293043195589192,0.166908353951712,0.0151864616938785,0.238257340232311,-0.0784194606443034,-0.0667559151209117,-0.0534120850881072,-0.493429136693779,-0.0779550753279955,-0.231596866663376,-0.527955490101919,-0.128233820661122,-0.342518352190208
"Q9BWT3",2,2,"PAPOG_HUMAN Poly(A) polymerase gamma",0.140641379988665,0.276786471297556,0.500751630731595,0.0212014176624197,0.151428849066795,0.118944995330391,-0.118386844153399,-0.109935412538015,-0.0199886928083063,-0.00665974420159786,0.0446491428550163,0.0384751359552896,-0.0737346761150735,-0.0803707536973515,-0.0451089450965255,-0.283746830681878,-0.18632857484414,-0.28100817295741
"Q96C92",2,2,"ENTR1_HUMAN Endosome-associated-trafficking regulator 1",0.0595353426021655,-0.0627220295719056,0.057922142627946,0.0132510214486084,0.0303058103945102,0.0108368890619864,0.00751665298480456,-0.0603813263361523,-0.001837193054854,0.149306500923837,0.0847390111785902,0.0991154302539073,-0.0086878478218662,-0.0263494988635532,-0.0310654918879923,-0.0985080537119929,-0.107526344127446,-0.0278406403065644
"P10588",2,2,"NR2F6_HUMAN Nuclear receptor subfamily 2 group F member 6",0.113787297204559,0.0170099751234208,-0.188294788523502,0.115029088941047,0.0618779097821706,-0.104627378271546,-0.334909852359875,-0.273442701735352,0.159475824307533,0.189281856135063,0.191051884818022,0.150197362245393,0.0790553646965683,0.16825585266618,-0.0292473719067074,0.0299056725378694,-0.133492738298409,-0.123302881568405
"Q86V15",2,2,"CASZ1_HUMAN Zinc finger protein castor homolog 1",-0.470275806023053,-0.410386344922104,-1.2609512547077,-0.446440901636105,-0.341954348808475,-1.25219084416675,-0.522387477141003,-0.299910578723457,-0.904550215106055,-0.0348466105062141,0.127034153880505,0.222619245005815,0.429291420252154,1.0200106792063,0.961789790759468,0.578452564101824,0.995470255282849,0.938810302180071
"Q5BJF6",2,2,"ODFP2_HUMAN Outer dense fiber protein 2",0.138864849937685,0.19929052555068,-0.0418592596203508,-0.41530638311706,-0.116233525145562,0.0691562908545743,-0.120655484441367,0.00070861741983573,-0.199276653334647,0.197862533747501,-0.005349705074224,-0.0938861629223036,-0.13158042404464,0.0020460987475771,0.0032770524489945,0.0352736092018574,0.212524544607643,0.248068705369566
"Q8WUM9",2,2,"S20A1_HUMAN Sodium-dependent phosphate transporter 1",0.920559920348334,0.882635317744186,1.05033553239062,0.376483229664542,0.5103475979604,0.667561529599783,-0.1073218217362,-0.0761348560470367,0.0131451417902309,-0.384873205625194,-0.333654535133224,-0.461834400590288,-0.435517454361256,-0.527232294588889,-0.617107057441683,-0.428635024577327,-0.449946193579462,-0.511201050023513
"Q9UQM7",2,2,"KCC2A_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit alpha",-1.83536027748199,-2.40775479267751,0.0652627424581098,-1.47277851866083,-1.09735519078922,-0.416163850012969,0.630721453028594,0.718912615378506,0.222879260886615,1.53472709955187,0.0080033287863592,0.187490655803994,1.91801369136786,0.0406798727565695,-0.0730809160609607,2.00846853060819,-0.119825434590173,0.174770105441013
"P68133",2,2,"ACTS_HUMAN Actin, alpha skeletal muscle",NA,NA,-1.00429436377748,NA,NA,-1.01395949684411,NA,NA,-1.11675129784189,NA,-0.417323488687675,-0.312551369559505,NA,0.935549760661422,0.842315034197273,NA,0.912132270212021,1.2648987171085
"Q562R1",2,2,"ACTBL_HUMAN Beta-actin-like protein 2",0.134536001260336,0.128102082158477,-0.139138849515461,0.261660947018819,0.049007235890949,-0.170268058954904,-0.0859970009066068,-0.246514285960606,-0.236146684245901,-0.276454869832495,0.302872427263653,-0.0138110882764296,-0.2263227476297,0.103658512781721,0.0698049675807979,0.0905565016519462,0.130434289528637,0.127120622643621
"Q96JM2",2,2,"ZN462_HUMAN Zinc finger protein 462",-0.195256926824333,-0.213408678561235,-0.032460405386419,-0.102769308154223,-0.212318467464873,-0.385155075813605,-0.0695205978874714,-0.306590438042117,-0.128611759312154,0.285207023016337,0.270576954825905,0.30557566006317,0.240494671614625,0.140240276813733,0.0904071543361535,0.166685501516471,0.0473728473582582,0.187141943695806
"P36873",2,2,"PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit",0.166735248540325,0.145938679935629,-0.0795022434903463,0.278414630526141,0.345425418478167,0.35923158282128,-0.0182126712013656,-0.0892460570041437,-0.243743916662258,-0.111915966408273,-0.205916093311507,-0.129786892651872,-0.0122939516429814,-0.0449856789976622,-0.0590209930397841,-0.0962904480327369,-0.0214409356109755,-0.0957793364536074
"Q15475",2,2,"SIX1_HUMAN Homeobox protein SIX1",0.394200885309342,-0.260991270596502,0.303034503423099,0.156016899214549,0.0671764907996547,0.118107721816293,0.103656800633071,0.0291228735714683,0.377599006911524,0.265872097631315,0.427989867041221,0.23427108459953,-0.0278225311994482,-0.0711203757074265,-0.315282822839058,-0.492143453422464,-0.68405406746323,-0.419276243121152
"Q5JWR5",2,2,"DOP1_HUMAN Protein dopey-1",-0.207007617553127,-0.390787445079552,0.0380674932291046,0.162873824272765,0.21904739226853,-0.271808613840316,-0.230741997448369,-0.0927681967446417,-0.127653948955011,-0.0135748648017714,-0.0711900447373895,0.0071109965135117,0.242090855242815,0.0737396095553803,0.420369957273531,0.308462660168823,0.00420541770967755,0.0171748987200692
"O75356",2,2,"ENTP5_HUMAN Ectonucleoside triphosphate diphosphohydrolase 5",-0.242929017538054,-0.183533850298868,-0.282548848904531,0.0821174581565555,-0.0514032010868559,-0.327086717076662,-0.0082597136880341,-0.10240722615303,-0.239177354273931,0.152819406668127,0.0069113004564807,-0.0474854648292699,0.0690532841860456,0.173803472085187,0.126230504803962,0.282137470079586,0.292855857901489,0.386513015305834
"Q9UNS1",2,2,"TIM_HUMAN Protein timeless homolog",1.00414923713992,0.952274626424464,NA,0.28529108562179,0.449847563731492,NA,-0.495403619098478,-0.285722575274977,NA,-0.511273847751177,NA,NA,-0.623520065447966,NA,NA,-0.778047795019596,NA,NA
"Q13608",2,2,"PEX6_HUMAN Peroxisome assembly factor 2",-0.0682376572018347,-0.0604686153566777,0.102152000428344,0.00888739378939314,0.118929423104952,0.312624807665005,-0.028840219356406,0.024504246093788,-0.0638663283188612,-0.0523803876185191,0.0326449458154098,-0.00796506969677631,-0.0153776410112634,0.0218324843229698,-0.0301231127190554,-0.0167238902332522,0.0517293947637557,-0.15440944056165
"Q8N257",2,2,"H2B3B_HUMAN Histone H2B type 3-B",-0.250042770060712,-0.159394796565099,0.121363194021383,0.0108790946647414,0.0135677201421002,-0.0682606503835969,0.255582852194016,0.322734540635617,0.485435738308457,0.0287948247065187,0.159466188095042,0.0714489224706261,-0.057060049420308,-0.153058937657159,-0.168049745121272,-0.213235573587986,-0.228527452399416,-0.106917108057216
"P29323",2,2,"EPHB2_HUMAN Ephrin type-B receptor 2",-0.0189369663956817,-0.0577272974329231,-0.104200842192774,-0.240836202076384,-0.154357574022359,-0.643856752968251,0.00825117327861446,0.155569260277863,0.553725520938635,0.249435155366828,0.532363656370071,0.166917094751772,0.0697935340802719,-0.0768190134663025,-0.0273889238102648,0.0999028701017381,-0.215334620260309,-0.322389039599011
"Q9Y6M4",2,2,"KC1G3_HUMAN Casein kinase I isoform gamma-3",0.356089786170551,0.457113999366612,0.489037858836375,-0.00351949710154465,0.0923737929802527,0.162377533195313,0.0343921329602972,0.278134548971892,0.225042456309124,0.318102850246385,0.150050600588381,-0.0388413487095247,-0.410385212858788,-0.405940898546402,-0.218041764524305,-0.416559014113179,-0.286319534405876,-0.341423525423031
"P30049",2,2,"ATPD_HUMAN ATP synthase subunit delta, mitochondrial",-0.392219915743678,-0.350660459892437,-0.216161006999084,-0.307479869479764,-0.295116510084568,-0.142923692439343,-0.029955985812829,-0.13092086458143,0.0532364378237803,0.151677168942364,0.184057135820693,0.117121964860892,0.211416549392813,0.212980735032883,0.26098286458871,0.231323137905942,0.325855877614573,0.204396808844513
"Q8TCU6",2,2,"PREX1_HUMAN Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",0.214273967430445,0.266474609785198,0.073837879616782,0.0982134386611885,0.314061135675956,0.142169634762343,0.0738886247755968,0.0498366139061805,0.0052540466069674,-0.137244427307279,-0.248846885242148,-0.159350624738717,-0.321968688750436,-0.117832033006478,-0.0575086688954589,-0.145940152332582,-0.207819705944396,-0.167888900727931
"Q9UKI8",2,2,"TLK1_HUMAN Serine/threonine-protein kinase tousled-like 1",0.0859876791143804,-0.147302651307128,0.0629273575274198,0.323849349994392,0.253153710924468,0.167585968533283,0.147409633589432,-0.210325411709045,-0.0608986137444196,-0.218090250834498,-0.0919262262340617,0.0234395728160489,0.0783742776229592,0.0099828337576209,-0.0289424953738435,0.148890699477991,-0.196935850386107,-0.0273929947011224
"Q04724",2,2,"TLE1_HUMAN Transducin-like enhancer protein 1",0.492778011721079,0.575094727727749,0.422349064553192,0.779084593188224,0.0568172946499431,-0.211751405447526,0.333422984277931,-0.127556033110825,-0.0678840160936757,0.0563293665811634,-0.183937769240773,-0.271482862249269,-0.105363778041706,-1.19879598154484,-0.697936397336478,0.162843629855615,-0.601267157367214,-0.622563041667826
"O43752",2,2,"STX6_HUMAN Syntaxin-6",NA,NA,0.388088158907192,NA,NA,0.203320975716866,NA,NA,0.304249384681229,NA,0.108925396088363,-0.0498513461358424,NA,-0.24064805964218,-0.103078658665472,NA,-0.223375957414003,-0.297614128067594
"Q6PJI9",2,2,"WDR59_HUMAN GATOR complex protein WDR59",-0.232412850493965,-0.177836368371763,-0.726101805683317,0.00495665771970074,0.109612045163737,-0.0893620383267037,-0.00442305430332421,0.165918096847987,-0.369832823274261,-0.129648119103804,0.0709785198900022,-0.386943349945836,0.130270103279206,0.521589159881514,0.407166830384244,0.131158099587697,0.468822623880228,0.193698648662688
"P0DJD0|P0DJD1",2,2,"RGPD1_HUMAN RANBP2-like and GRIP domain-containing protein 1",-0.0910053014825083,-0.0683156413874053,0.0272909329024182,-0.0670556721814089,0.0305249255830854,-0.0325327925751566,0.194861896475871,0.29876210087128,0.352684093223864,0.075380930533789,0.0891703899862182,0.20706977718305,-0.0893828737682724,-0.23725032664561,-0.0044851809118774,-0.343173320721547,-0.0934438874662954,-0.104492107422876
"Q9UPI3",2,2,"FLVC2_HUMAN Feline leukemia virus subgroup C receptor-related protein 2",-0.826183262669865,-0.812168105113607,-0.218937383955329,-0.203997505734498,-0.395495686343494,-0.209732986350714,0.22367843374592,0.145875305767809,0.0346360965438916,0.387303468042309,0.0838790429576032,0.0672230263812616,0.270174518097805,0.0924472553292499,0.194922290415023,0.447386920029572,0.228908391192203,0.197180295207129
"P62834",2,2,"RAP1A_HUMAN Ras-related protein Rap-1A",0.0893680721076814,0.0675961579438695,0.0611840522586673,0.0225772556500668,0.0372419809188485,-0.151782174182903,0.267512952857662,0.263214668503116,0.248560670969236,0.127703976326584,0.0232876669277664,0.0083773089721484,-0.162184084867502,-0.136110893216865,-0.206263655053917,0.0045831233052835,-0.220249238909254,-0.257007464716459
"O95716",2,2,"RAB3D_HUMAN Ras-related protein Rab-3D",0.173675612033018,0.0985286558933766,-0.277386715460442,0.257331976638458,0.193520798537664,-0.0247888141497804,0.0260547968908676,-0.00896923789734087,-0.521739728023166,-0.0548381612761739,-0.345645543161368,-0.232880010214051,-0.248762702335832,0.298751086976206,0.338190353757679,-0.438947128158566,0.308125742223417,0.547389393520063
"Q8TF46",2,2,"DI3L1_HUMAN DIS3-like exonuclease 1",-0.0516782947510324,-0.0513860331328693,0.215146528854533,0.174250023957771,0.110654902773417,0.204720621495306,0.0219281847302255,0.0909815210532654,0.23198970406426,-0.103574563301101,0.0673514965215517,0.15797395135873,-0.167468772861891,0.030126955523426,-0.369572754429846,-0.142668848620844,-0.0442221316319588,-0.170385625330385
"O00562",2,2,"PITM1_HUMAN Membrane-associated phosphatidylinositol transfer protein 1",-0.0798066270849253,-0.0754380862882111,0.0514334149966777,-0.0181028594697361,-0.160433910301453,-0.201349206137137,-0.0861266772037427,-0.137994874673931,0.250142791565193,0.0271261601364503,0.161775328808805,0.0557900241092855,0.145238515709948,-0.00546614810635779,-0.113122968514473,0.243385757214406,0.110971971161165,0.0593349821587301
"P0DPB5",2,2,"RPC22_HUMAN Protein POLR1D, isoform 2",-0.0844040498893456,-0.0289359044819397,NA,0.034952640200809,0.157229904028331,NA,-0.16258619260962,0.0117221107861103,NA,0.0033192366293182,NA,NA,0.0173961130791291,NA,NA,0.0489007525826788,NA,NA
"Q9BVK8",2,2,"TM147_HUMAN Transmembrane protein 147",-0.0737814198824485,-0.0719207711881925,0.0904511446111874,0.132155138827256,-0.00237886564182984,0.0806726818711131,0.0132912826240189,0.00635127631483257,0.0941355441904416,-0.129698161361377,-0.0846515037814244,-0.0388935186405016,-0.0166973599035823,-0.0444767802137895,-0.0001025136157735,0.0242141200655989,-0.0237113695828461,0.132651451101347
"Q08AG5|Q3KP31|Q86UE3|Q86YE8|Q8N8Z8|Q8NHY6",2,2,"ZN844_HUMAN Zinc finger protein 844",0.315560431494589,0.124712352388101,0.378279784224705,0.0577365616702524,-0.0672560889111075,0.202363813954028,0.159014161199766,0.0790508823406209,0.523374913664362,0.110259494864929,0.331687507839613,0.348645655729737,-0.419086579456203,-0.196091558213161,-0.497048502050091,-0.370507403255222,-0.507030582642763,-0.47794367105838
"Q9UI14",2,2,"PRAF1_HUMAN Prenylated Rab acceptor protein 1",-0.0570611576591375,-0.0463039798788312,-0.110143599048333,-0.0339940934458898,-0.078395633126136,-0.140357724840371,-0.126857602323587,-0.398994092326717,-0.278753052875667,-0.131733574620085,-0.153156546460321,-0.148813449874362,0.251781370324108,0.169316872976073,0.183934372505999,0.55376497868291,0.341771002384593,0.258912088050366
"Q92547",2,2,"TOPB1_HUMAN DNA topoisomerase 2-binding protein 1",0.437228987586292,0.679516667473533,0.533528493502018,0.657275908698886,0.500426004970548,0.809731512641726,0.0376846029425475,-0.0939849438621365,0.0141236770308489,-0.423222788087436,-0.427516094811861,-0.300172739926535,-0.424357955167753,-0.263716722043733,-0.478542254873049,-0.372049248530666,-0.45779409450364,-0.34054863724556
"Q9ULG1",2,2,"INO80_HUMAN Chromatin-remodeling ATPase INO80",0.141779334935082,0.104079543281686,0.356691183935447,0.0419829069186153,0.0787065790425064,0.0263071750322077,-0.0223251941083829,0.0256995027698819,0.532010062977805,-0.0369034486013352,0.132712988012995,0.0548312358341019,-0.101560285372833,-0.238761803861376,-0.276323407693018,-0.162126991349899,-0.387300442496975,-0.253625900652331
"O15047",2,2,"SET1A_HUMAN Histone-lysine N-methyltransferase SETD1A",-0.343638468690769,-0.0933093779002387,0.0726454790480331,-0.228280452507462,0.0721558357343158,-0.155876906520477,0.137915902732937,0.141655506911643,0.0031952088217469,0.297952395258896,0.0905515154387372,0.170884124810273,0.182519091971346,0.0414809566338632,0.0176130659426436,-0.169375823185196,-0.147983852988355,-0.0024938257179071
"P22455",2,2,"FGFR4_HUMAN Fibroblast growth factor receptor 4",-0.130366379225366,-0.374439168667349,-0.79811138005083,-0.327179136685398,-0.615619500908198,-0.574909039412319,0.177230138588752,0.491550915728582,0.296386804433457,0.75168820049273,0.722147115870943,0.574501904384353,0.175691946916556,0.0377652758367152,0.112419024049856,-0.506694397669046,-0.204782457381298,0.102464513614787
"Q6H8Q1",2,2,"ABLM2_HUMAN Actin-binding LIM protein 2",-0.431827303933768,-0.632509431048494,-0.558866513624459,-0.183739044214243,-0.338148736206484,-0.517832175380683,0.0272843692737721,0.026367189627904,0.161630063165199,0.120828199836033,0.0352057251910028,-0.0557344149026429,0.132824778486915,0.329708692323227,0.430588062890014,0.511803926262753,0.587832164889419,0.442194823158565
"Q9UKT5",2,2,"FBX4_HUMAN F-box only protein 4",-0.122432614332529,-0.160190296869865,-0.0575808095428628,0.0850023826425444,0.14937347783387,-0.0162631251980518,-0.193488925174527,-0.11860634049268,-0.14683709129593,-0.0782905354721923,-0.0934199125188291,0.0112033762707664,0.124146443116898,0.129864033183906,0.128714346660876,0.113980252501665,0.0432699596193948,0.190115371575432
"Q15834",2,2,"CC85B_HUMAN Coiled-coil domain-containing protein 85B",-0.137920102268724,-0.0516260462268499,0.0394528900941015,-0.129895075699796,-0.0633931722992996,-0.0853971469307151,-0.104683992088657,-0.0954568728595373,0.0924722560010206,0.220230463427414,-0.104067358716574,0.0217493976013821,0.205928476039052,-0.0164968793733519,-0.0211716957838041,0.163351486059392,0.0326844606464839,0.112908734414967
"Q14680",2,2,"MELK_HUMAN Maternal embryonic leucine zipper kinase",0.866691413108695,0.723932475064121,0.740658897494942,0.753739792256473,0.638685333687081,0.668089798204379,-0.227287898550172,-0.230021706710022,-0.058834065625683,-0.707063321339383,-0.116150674706072,-0.337696222372956,-0.644031870011406,-0.47724456785278,-0.476315439523207,-0.639787445619046,-0.304564129908965,-0.622452153362838
"Q4AC94",2,2,"C2CD3_HUMAN C2 domain-containing protein 3",-0.0689985300779872,-0.0206794927037752,-0.195984329412033,0.0635357884665401,-0.0362572880061145,-0.203808062558633,-0.136084923552825,-0.120014609428467,-0.230991611943319,-0.152106607841523,0.104502503189642,-0.061815325842051,0.174871456469593,0.105171462700351,0.123562102774863,0.211123495818488,0.258366408182671,0.23211527896784
"P01111",2,2,"RASN_HUMAN GTPase NRas",0.461603409920013,0.406802596902153,0.433577407230164,0.136581601787971,0.25925853940759,0.112642812197395,0.127928284499295,0.18348289369479,0.291126002118076,0.0234245100729004,0.10198721948006,-0.019207024832207,-0.229688108848397,-0.259475460888427,-0.295311984697508,-0.409652619124405,-0.396828201681785,-0.359568252450429
"P63096",2,2,"GNAI1_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-1",-0.164952639929398,-0.211678222513366,-0.496432356095503,-0.122270505770505,-0.0609063796670532,-0.166662108268668,0.0407113859730266,0.0118515708452262,0.0734163384271949,0.0454571738022302,0.0714180531178299,0.0625416410416871,0.170980686579622,0.151549877769921,0.0879386435217348,0.283062319257582,0.175245510058397,0.136339387644072
"Q4G0X4",2,2,"KCD21_HUMAN BTB/POZ domain-containing protein KCTD21",-0.240604107461375,-0.263197393749691,-0.0480072827462066,0.169424467738923,0.0800621633999942,-0.00758987827529758,0.0719488034423742,0.046983330681002,0.22106086517151,0.0014048363287042,0.0022507817190234,-0.0559510814144632,0.0340488087907475,-0.0587538155108406,0.0516390397645734,0.0975237011547929,-0.0373740597909641,0.0227411965512231
"Q7Z7L1",2,2,"SLN11_HUMAN Schlafen family member 11",0.113363285503239,0.175690686238892,NA,0.0823290390639013,0.112960408091068,NA,-0.212140343573098,-0.0690967665188521,NA,-0.236150360293721,NA,NA,0.0360799778458444,NA,NA,-0.0054413160318024,NA,NA
"Q96DF8",2,2,"ESS2_HUMAN Splicing factor ESS-2 homolog",0.112092778764871,0.347401735557312,-0.0139687343669742,-0.0436681932534529,0.12809000750198,0.0453894072004635,-0.1373253626325,-0.142986331209602,-0.0681926887179523,0.0047265089432101,0.0253870625041716,-0.0533259951699398,-0.14102012240192,0.10347225168824,-0.0240138572299549,-0.132306347172781,0.0495236066051698,0.0270396810695105
"Q8N5Y2",2,2,"MS3L1_HUMAN Male-specific lethal 3 homolog",0.000141528683309602,0.183260821300723,0.0864633838984595,-0.0494616254947494,-0.363134183633644,-0.149877336083629,0.293063514152285,0.0618945815478177,-0.0268072916301346,0.184140261680906,0.0700727112712328,0.277905660184682,-0.19877056004425,-0.0704573458586935,-0.0146516892265232,-0.113539727866926,-0.0750975034617274,-0.0075348236251082
"Q9H6B4",2,2,"CLMP_HUMAN CXADR-like membrane protein",0.45955082075033,0.341726492105225,NA,0.221467742959083,0.299009452686062,NA,-0.150705479405946,0.103382528674968,NA,-0.267351358932493,NA,NA,-0.461683217503109,NA,NA,-0.547802371008647,NA,NA
"Q99698",2,2,"LYST_HUMAN Lysosomal-trafficking regulator",-0.208753766612356,-0.241474385411058,-0.111484561190269,-0.086404270646961,-0.137412130249127,-0.326057526939186,0.063447531062154,-0.0037960912084756,0.199037959628911,0.249012269863691,0.37060082063803,0.222351035475831,0.0925771382539859,0.0748716882998806,0.0415708711489468,0.0230472841119112,-0.0957044729578214,-0.0378190174740585
"Q8N1G0",2,2,"ZN687_HUMAN Zinc finger protein 687",-0.26465637093032,-0.0788367042480501,0.0326939020472616,-0.0482713537009134,0.0252183600170069,0.434447243589939,0.108333792872652,0.0476778939579132,0.156226778898359,-0.136291120244132,0.0377479750651384,0.158417837538568,-0.328630528390466,0.0471226807442999,0.0187822438828979,-0.144937535998285,0.0819099357320398,-0.0593446550398814
"Q9H4A5",2,2,"GLP3L_HUMAN Golgi phosphoprotein 3-like",0.0679014218980475,0.0567728562237756,0.00137487312551705,-0.089070940247533,-0.0605407572297832,0.0326681684928425,-0.323177162549905,-0.145859099807719,-0.460690688760601,-0.104535581385065,-0.175788812072868,-0.177993379175079,0.0344354043350485,0.253189236543696,0.128987590402878,0.0805307765015415,0.337219314187957,0.391618309017747
"Q9C000",2,2,"NLRP1_HUMAN NACHT, LRR and PYD domains-containing protein 1",-0.0665445533144302,0.149641814338139,0.110524710101182,-0.113992062175674,0.216604633640686,-0.0538460769439352,0.137671113718321,0.103425364459219,0.235348124723086,-0.183047999422429,0.253948194441528,0.104855906451108,0.14604409997593,-0.0740054576549095,-0.0804848757618917,0.0288997372840708,-0.213078693895531,-0.403799835081259
"Q9Y6V0",2,2,"PCLO_HUMAN Protein piccolo",0.724926144693289,0.404533070440878,0.155570937273769,0.331404069485286,0.794462774752967,-0.493215990042299,-0.60416998015872,0.116838014449744,0.381143004630783,-0.311540741711943,0.816385182513318,0.127388065793666,-0.562463262489783,-0.0426131062015136,-0.170097355146919,-1.07981703661019,-0.0271152989532021,-0.474008116925109
"P01344",2,2,"IGF2_HUMAN Insulin-like growth factor II",-0.172535212660103,-0.262499373258773,0.121262948273913,0.186491285940687,0.0407210030252184,-0.0963351734559497,0.0933107138659301,0.157273426471052,0.506551575480819,-0.0769261945759969,0.274066621968445,0.0957067708078673,-0.0046787355109873,-0.482159979265117,-0.0934423302011017,0.115071037221512,-0.151296049954583,-0.123655288282269
"Q96QE5",2,2,"TEFM_HUMAN Transcription elongation factor, mitochondrial",-0.0618375913421892,-0.0203321621300668,-0.1364174514055,-0.0208075525257783,-0.0570355437261728,0.00673691251291674,-0.0151328193817161,-0.0235618437364436,0.0752472519614644,0.0017184678788382,0.0588341771135896,0.0594446389764282,0.033172367524209,-0.0145545198622892,0.025238666347343,0.107999653132723,0.0748360430328456,0.0474733160558943
"O43303",2,2,"CP110_HUMAN Centriolar coiled-coil protein of 110 kDa",0.176009703857283,0.1811947090708,0.241158204230769,0.118012604450122,0.072098600744761,-0.0483625567016576,-0.0604401850777855,0.0448925237331411,-0.0767008928191125,0.149682639519974,-0.0383509480030161,0.0611148971609595,-0.0734194505117554,-0.132105770344231,-0.1644556182872,-0.169687213492806,-0.368484496446317,-0.265295697258162
"Q96BX8",2,2,"MOB3A_HUMAN MOB kinase activator 3A",0.310576894563674,0.368083666247771,0.279457151627068,0.308263027591932,0.312605304447306,0.466294336636009,0.0269425638681808,-0.0557569681741886,-0.160713293401254,-0.283283410984551,-0.0892965623992142,-0.123380117433224,-0.236965366184224,-0.138167095622137,-0.239139521285961,-0.292374591387804,-0.145324212720185,-0.220211429595167
"Q9NW08",2,2,"RPC2_HUMAN DNA-directed RNA polymerase III subunit RPC2",NA,NA,-0.00666108042862225,NA,NA,0.128534951432465,NA,NA,-0.167054020308541,NA,-0.0832408110742526,-0.0562112101471801,NA,0.0399326519724628,0.0825894679988334,NA,0.083552565461597,0.0685732505617959
"Q9Y625",2,2,"GPC6_HUMAN Glypican-6",-0.18627977820051,-0.241413726264171,-0.458751308190899,0.0872327753572099,0.0589263691553762,0.0282242721500483,-0.0591149136506184,0.0231394457946838,-0.320922466647365,-0.103997870133495,-0.285313775866995,-0.123356734162771,0.382766402931084,0.497050388867951,0.121072582462803,0.0363359053359127,0.223534592346673,0.408478214509113
"Q96HV5",2,2,"TM41A_HUMAN Transmembrane protein 41A",-0.146132892204977,-0.0892543022644459,-0.288520446248107,-0.149365648930614,-0.0383411341910154,-0.08208089900937,0.214830918294264,0.0672860765066762,-0.216410070043381,0.222676064361944,-0.185501623619286,-0.095989430249527,0.142555841580957,0.011005209088033,0.0136089497951363,0.165575140895573,0.033235151645455,0.116198016663826
"Q4L180",2,2,"FIL1L_HUMAN Filamin A-interacting protein 1-like",0.160146337405609,0.115827629752049,0.0544180612131758,0.143274499043676,0.130952585137026,0.0940738967242942,0.119942985101324,-0.0594359092335925,0.0040582217610752,-0.295706925636062,-0.476475387735284,-0.592924767280064,-0.257300605187855,-0.41554550910352,-0.392377103285793,0.528077768201855,0.490872525511229,0.147548319146329
"Q9H7P9",2,2,"PKHG2_HUMAN Pleckstrin homology domain-containing family G member 2",0.0984796596457534,0.0951061013023656,0.233432919655845,0.148692912867945,0.238855833781211,0.538588550328637,-0.104820364237955,-0.112116777464382,-0.232029154469646,-0.293591245534135,-0.0325590458549786,-0.22676210624505,-0.040866978925962,0.0108185892883716,-0.137070554141386,-0.0321445311093702,-0.0454467238179158,-0.0189567092753202
"Q8IWK6",2,2,"AGRA3_HUMAN Adhesion G protein-coupled receptor A3",-0.122915564789662,-0.0102210507163025,NA,-0.0498023792059026,0.237274896419555,NA,-0.0604495617031801,0.188510414073391,NA,0.0896075782863388,NA,NA,0.0858702390381465,NA,NA,-0.360279961076913,NA,NA
"Q4VCS5",2,2,"AMOT_HUMAN Angiomotin",0.123882969388529,0.107629068631127,0.148650257190151,-0.144023693216062,-0.122975596019945,0.125412239590458,0.279412517311253,0.490930486257782,0.741523776378265,-0.19157529907933,-0.230337766486091,-0.11466528182691,-0.171993745038228,-0.237748033386254,-0.196655383355868,-0.373692097909653,-0.0818766112048575,-0.0642874314303364
"P05412",2,2,"JUN_HUMAN Transcription factor AP-1",0.913703753096714,0.898800111939731,0.86977524199743,0.407365031620167,0.594844935973794,0.546906713981492,-0.013412757074285,-0.0405014727971456,-0.0014582003250803,-0.256697600895761,-0.31723860339445,-0.339276506637015,-0.298327221620415,-0.606401232343709,-0.665348062240865,-0.467642092050813,-0.532300411399181,-0.605181252036577
"Q14596",2,2,"NBR1_HUMAN Next to BRCA1 gene 1 protein",0.0583655029837705,0.239111509086831,NA,0.118923761827711,0.101594115657895,NA,-0.160282420488846,-0.198771649194742,NA,-0.145441027360267,NA,NA,-0.0262887059869539,NA,NA,0.0103835238000739,NA,NA
